content,label
"清洁发动机机舱表面（免费）,换油服务（BY）,周期性免费电脑检测活动",1
维修 小修;西安泛想雪佛兰安心放“价”活动;更换火花塞及护套;,1
保养;免费+1服务活动发动机仓清洁;春季安全护航服务活动;,1
建议更换轮胎两台、鼓包调后轮、蓄电池;建议更换左前避震、左右前三角臂胶套;更换冷却液、水箱清洗及保护;更换制动液、右前近光灯泡;更换气门室盖垫、清洗剂;更换火花塞、汽油格;清洗油路;四轮保养活动价;汽油添加剂(活动买一送一);机油(材料费);定期保养,1
按5000公里规范常规保养 高端;01表检查;02表检查;客户保留旧件;经销商保留旧件;更换花粉滤芯;,1
M0011；&nbsp;别克EPS软件刷新；&nbsp;别克358 ESCL软件刷新；&nbsp;别克358客户补偿；&nbsp;别克358 NGI软件刷新；&nbsp;,1
右前倒车镜做漆;销售部何春 付款100    LDCA13X44C***;左后叶子板做漆;右后杠.右后门槛做漆;,1
一般:保修;测量间隙+补焊+调整垫块&确认+恢复车辆;市场处置;,1
"节气门控制单元 拆卸和安装,提供方便您出行的交通服务,经客户确认车内无现金及贵重物品",1
钣喷车辆;更换左前大灯、左前羊角;钣金拆装前杠、大灯、左前叶子板;喷漆前杠、左前叶子板;四轮定位、拆装右前羊角;,1
"B类保养;发动机清洗(原厂);发动机保护(原厂);四轮换位+动平衡;四轮定位;更换刹车油;更换防冻液;水箱清洗;水箱保护;礼品赠送;清洗三元催化;清洗油路套餐(节气门,进气道,喷油嘴);制动系统护理;检查玻璃水喷水少;帮忙把奥卫拆了然后放在后备箱;保养消费满508;更换蓄电池(旧件留下);更换洗涤喷嘴;",1
"润滑及充气:发动机油更换;底盘调整:车轮定位检查;空气,空调滤清器拆装清理;",1
按5000公里常规保养(极护三升);服务顾问尹佩为您服务：15172380679;更换刹车油;,1
前杠做漆 右前叶子板做漆;前杠做漆 右前叶子板做漆;,1
按5000公里建议(更换机油、机滤);更换火花塞4只;燃烧室清洗养护;挂倒档踩刹车后挂D档车有顿挫感;后备箱漏水;,1
"保修;更新右侧供给模块;拆卸和安装或更新左尾灯的灯座壳;.00  day(s);更换汽油格 636元;更换刹车油 304元;发动机油保养;空气滤清器滤芯保养;微尘滤清器保养;拆卸和安装或更新外部燃油滤清器;客户反映 尾灯失效,请检查;更换机油及格  965元;更换空气格 285元;更换空调格 559元;",1
25000公里常规保养;维修二维码9896，使用活动赠送壳牌，机油;免费专项检测;,1
保养;常规保养;不洗车  四轮不换位;严谨关爱365专项检测;,1
"60000KM保养（B8.CDZ）,发动机清洗保护套餐,三元催化清洗还原,室内空调杀菌（合泽）,冷却系统清洗、保护,车身润滑,清洗油路及进气道",1
检查喇叭经常声音很小;检查底盘被刮过;检查开大灯后电瓶电量低;检查高速踩刹车方向抖;,1
保修;更换前支柱总成(右)故障排除;客户反映行驶时右前有异响;经检测为前支柱总成(右)异响;,1
更换机油及机油格*5;12项完工免费检测和服务项目;,1
拆装前杠换左前大灯;前盖补漆;01表检查 3400;免费洗车服务;客户保留旧件;,1
前杠喷漆;2016夏季服务月活动免费检测;前杠拆装;,1
"保养;更换机油机油滤;更换两侧托盘吕架;检查天窗异响;中保i保养换油升级服务;四门铰链,前后盖锁清洁养护;赠送一个空调滤;",1
"空调吸入管(**), R&R;空调吸入管(**), R&R;",1
"常规保养,火花塞拆卸和安装,缸压修复剂,四合一车身润滑,气门保护剂",1
"保养手册PDI章□□ 配置表□□,压力开关 拆卸和安装",1
"机油保养;更换机油服务 .;客户要求更换机油服务更换机油机滤重置保养周期,添加雨刮水,车轮紧固气压调整,删除故障码,清洗节气门并匹配。;",1
"钣金:拆装前杠;钣金:校正右前叶子板;喷漆:前杠,右前叶子板;事故维修平安仇  1188+500+530;",1
"四合一润滑；&nbsp;车轮平衡(离车、两轮),调整；&nbsp;前束(前轮和后轮),检查；&nbsp;70,000KM保养(RR D；&nbsp;节气门体-化油器(其他)；&nbsp;",1
每5000公里例行保养;检查灯光(建议更换右前近光、客户暂不做);清洗更换自动变速箱油;活动赠送充电器;,1
"15,000KM保养(盘式制动;夏季活动专项检测;",1
"定期保养;57,500KM保养,检查;节气门清洗;发动机舱清洗护理;57500KM   S44E***第4次保养,机油已用完;",1
自费或保险;前保险杠维修;左车外后视镜盖板维修;左后翼子板维修;拆卸/安装左后视镜盖罩;拆卸/安装前保险杠;左车外后视镜盖板(喷漆);前保险杠(喷漆);(喷漆);左后翼子板(喷漆);太平洋 单车;,1
定期保养;空调器:更换空调滤;A1.5套餐检查作业;保养检查空调内循环有声音;,1
5000Km/6个月内进行下次保养检查;定保项目 5W-40;空调滤芯换;T48换机油机滤空滤;清洗发动机润滑油路;1元打蜡(一汽丰田服务节);,1
按30000公里四滤保养（极护2升）;服务顾问王燕为您服务：13638696294;更换火花塞;发动机润滑养护;缸内除积碳;节气门进气系统养护;喷油嘴燃油系统养护;,1
"常规保养和更换机油.,座椅套号码,清理发动机舱及轮胎夹带石子",1
"保养;20,000KM保养;保养已经完成 添加玻璃水,保养已经完成 添加玻璃水;",1
润滑及充气:发动机油更换；&nbsp;清洗油箱油路；&nbsp;清洗进气系统；&nbsp;更换空气格；&nbsp;,1
Normal Maintenance(I);进气道清洗(含免拆清洗节气门);免拆清洗喷油嘴(6缸);1、清洗节气门、进气道、喷油嘴2、检查左后座椅加热不好用?¤;,1
"1上次报未修车,1人保 车损 代办,1前机盖 前杠喷漆,1前机盖钣金 小度,1前杠拆装整形 小度",1
节气门座 . 更换 . 车辆上;喷射 ECU . 下载 . 车辆上,1
（回访方式）  电话短信   上午中午下午;旧件是否保留   是      否;15000公里保养;润滑系统养护套餐;,1
10000常规保养;清洁空气空调格*管道清洁;空调蒸发箱保养;发动机润滑养护;已提醒客户火花塞 油路等;,1
"维修 事故;喷漆:前杠,左前叶;换前杠,左前大灯,修复左前叶;",1
"右前门,右后叶子板,右后门整形;右前门喷漆;右后门喷漆;右后叶子板喷漆;后杠左侧下部补漆;右后部事故  大地;",1
更换机油三滤26 82 82[机油自带】;节流阀清洗90;进气道，排气道，燃烧室积炭清洗(6.6折);九项免费检测;,1
免费更换机油、机滤、送添加剂；&nbsp;九项免费检测；&nbsp;,1
1万km定期保养;检查车辆四玻璃升降器异响;检查车辆后排电源开缝;,1
通用节流阀专项清洗（续保赠送）；&nbsp;安全出行检测；&nbsp;洗车；&nbsp;,1
钣金：拆装后杠；&nbsp;油漆：后杠；&nbsp;更换后刹车片；&nbsp;检查打方向有异响；&nbsp;更换机油机滤；&nbsp;,1
更换火花塞；&nbsp;秋季28项免费检测；&nbsp;更换机油机滤（保护）；&nbsp;,1
"技术检查 .,检查车辆,维修期间/提供替代交通方式40元",1
"更换左后门及附件,左前门 左后门 喷漆,左后门拉手 左后叶子板喷漆,修复左后叶子板 左前门",1
检查出现编程钥匙2;检查着车困难;检修初始化天窗门窗（BCM刷新）;,1
更换防冻液；&nbsp;更换空调滤；&nbsp;更换汽滤；&nbsp;空调养护；&nbsp;九项免检；&nbsp;,1
自动变速箱油检查（含排气等检查步骤）;自动变速箱油更换（不含排气等检查步骤）;进气道清洗（不包含辅料费用）;喷油嘴清洗/只 (不含辅料);节气门主体清洗;进气室更换或拆装;更换机油机滤;,1
"更换右前遮阳板卡扣（订货）,更换汽油格,更换外空调格,补上内衬卡扣(塑料的),更换机油保养",1
事故车平保;右前门修复;右前门喷漆;右后门喷漆;右后门修复;右下裙修复;右下裙喷漆;,1
"常规保养;旧件处理方式:  留站处理;预约提醒,电话回访确认:10:00---17 :00;常规保养PST;是否免费洗车:  不洗车;预约车辆工时费8折(事故除外);",1
常规保养;更换机油、机滤 美孚;客户描述:120码时坐车;更换火花塞;,1
首次5000公里保养;更换机油机滤;服务顾问：班进力 电话：15833219199;预约热线：0311.87757177;行车建议：定期清洁或更换空调滤芯;,1
修复左前杠;左前叶子板全漆，左前杠，右后杠补漆;左大灯抛光;,1
"左后叶子板烤漆－A6,拆装左后叶子板烤漆件,与商品车6714倒音响模块",1
更换机油机滤（壳牌）；&nbsp;更换空滤；&nbsp;更换乘滤；&nbsp;清洗空调风道；&nbsp;更换防冻液及清洗及保护；&nbsp;更换组合皮带及轮；&nbsp;,1
"保养;110,000KM保养;,无异常.建议客户再试;",1
机油保养;更换机油服务 .;整车-概述:客户要求:换油保养(不要雨刮精)确认非强制性保养项目//;客户要求:换油保养(不要雨刮精)确认非强制性保养项目;,1
钣金拆检报价前部受损;喷漆报价前部受损;机修报价前部受损;钣金拆装修复前杠及相关零件;喷漆前杠;机修抽加冷媒及相关零件;,1
维修 事故;更换右后视镜转向灯;修复右前杠;右前杠/右前叶/右前门/右后门喷漆;右后叶/右后杠喷漆;人保代办;,1
"经检查车况良好/雨刮胶条老化,保养检查无异常/更换雨刮胶条",1
"前杠喷漆,左前叶喷漆,右后门喷漆,右后叶喷漆,左前叶修复及前杠拆装,拆装右后门把手",1
事故钣金（按报价单维修）;事故机电;前杠.前盖.两前叶.内骨喷漆;取车收取客户中保定损24856元（含640元精品;,1
"检查.,暖风阀 拆卸和安装,车上已无贵重物品",1
一般:保修;安装两侧树脂护套+拆卸两侧座椅。;市场处置对象车。;,1
"常规保养2.0T（5W.40),空气滤清器滤芯 拆卸和安装,测量空调出风口温度,客户在店等候,疏通天窗出水口,疏通压力仓出水口,节气门清洗",1
索赔 索赔;客户反应前车标内部会黑;经检查前车标内部故障;更换:前档玻璃;,1
前保，右前门拆装，附件更换； 前保右前叶右前门加强筋油漆； 右前叶整形； 右前延伸版加强筋水壶支架更换,1
手制动器及冷却液液位及机油油位;12项免费检测项目内容;发动机舱内各管路和接头(目视检查);安全气囊和安全带(目视检查);公里数   47337;刹车片厚度(目视检查)及冷却液液位;轮胎磨损和气压情况(包括备胎)及车轮固定螺栓;蓄电池电压及雨刮器和车窗清洗装置;常规保养*朗逸;清洗发动机润滑系统;室内净化;,1
更换后杠阻流板/左后外尾灯，修复左后杠;左后杠喷漆;,1
02表检查;介绍：预约、原厂配件、质量担保;温馨提示客户：轮胎换位/1万公里;更换机油二滤;,1
俱乐部买三送一套餐（自费三次）；&nbsp;赠送一次保养；&nbsp;,1
"左后翼子板喷漆（全喷）*,前保险杠 拆卸和安装（油漆险）,左后车门喷漆（全喷）*,前保险杠喷漆（油漆险）",1
维修 自费钣喷;右后叶修复喷漆;右后门修复喷漆;后杠喷漆;右后叶修复喷漆;右后门修复喷漆;后杠喷漆;太平洋 车损;,1
二保;二保    全车检查    洗车       左侧前后车窗玻璃开关时有异响  赠送2张50元保养代金券 一次使用一张;,1
更换机油机滤汽滤;清洗喷油嘴;停止检查开关 . 更换 . 车辆上;更换前刹车片,1
更换空气过滤器;更换机油机滤;2014冬季免费检测;,1
自费或保险;平安 代赔;拆装修复前保险杠、更换右前雾灯、右前叶子板内衬;更换右前下悬臂、四轮定位;前保险杠喷漆;,1
右后部事故太保18019595608;后杠拆装修复，右后翼子板修复;后杠、右后翼子板油漆;,1
检查在颠簸路面慢速行驶刹车有异响;检查发动机故障灯亮;,1
更换雨刮片；&nbsp;别克关怀：免费检测；&nbsp;,1
"平安全责、付款取车、齐,尾盖、右后叶喷漆,喷漆,拆装修复",1
更换机油机滤（458机油）；&nbsp;清洗节气门及编程；&nbsp;清洗发动机油路及保护（高效）；&nbsp;更换前刹车片；&nbsp;建议下次保养公里（40762）；&nbsp;建议下次保养机油三滤，喷油嘴进气道；&nbsp;建议下次保养缸体修复，涡轮增压修复；&nbsp;,1
修复前杠;拆装修复前杠;烤漆前杠（中保）;人保;烤漆：前杠;拆装前杠;,1
拆装更换后导流板和下饰板（白）;右后杠喷漆;12项完工检测;,1
更换机油三滤（4V）;建议每3个月进站检测一次;换季检测;建议更换空调滤;建议更换制动液，防冻液;建议更换牌照灯灯泡;,1
主风门伺服电机（空调系统）拆卸和安装;右侧前车门内密封条(车身上)更换;,1
首次保养;电瓶号：;冬季服务活动—暖心行动,1
"E.01每10000KM保养[含28项检测],替换车/替换交通方式30元打车费,XY0",1
"换油保养,更换右后门遮阳帘卡扣,检查点烟器不工作,拆装多楔皮带套件,拆装齿形皮带套件,燃烧室 清洗,清洗节气门,清洗喷油嘴,拆装后制动摩擦衬片",1
更换机油机滤;更换空气及空调滤芯;常规检查底盘，胎压 ，刹车，灯光;6月活动空调检查;,1
发动机盖修复;左前叶子板修复;左后叶子板修复;后保险杠喷漆;发动机盖喷漆;左前叶子板喷漆;左后叶子板全漆;后保险杠修复;事故车人寿保险;事故车;,1
按20000公里规范常规保养;免费检测包“12项入冬常规检测”;四轮定位;刹车系统保养;清洗润滑系统;续保礼券全做;,1
更换机油机滤（赠两瓶汽油添加剂）；&nbsp;九项检测；&nbsp;,1
"检查，包括更换机油 .,冬季服务活动检测",1
"10000KM保养检查,气压灯亮（第二次反映）,客户要求设8000KM240天保养提醒",1
高端机油1大1小;服务顾问高东;12项免费检测;发动机检测包;按10500公里规范常规保养;,1
"45,000KM保养(盘式制动;灯光系统.刹车系统检查;四轮换位;转向系统.传动系统检查;全车底盘件坚固;电脑检测电控系统;四轮气压.全车油水检查;",1
清洁空滤空调滤;更换机油机滤/清洗机油道;四合一保养;检查刹车灯光胎压底盘;空调管路清洗;预估价：1514;,1
索赔 索赔;更换后备箱锁;客户反映后备箱无法正常关闭;经技师检查系后备箱锁总成损坏;雪佛兰电子助力转向机接插件涂抹油脂;,1
1.5万公里保养（非TSI）;免费洗车免费质检;清洗节气门;,1
保养;1.0万公里定期保养;检查4500KM时机油就报警了;检查挂倒档时后视镜经常翻转;检查行驶时底盘偶尔异响(唧唧);检查怠速行驶时有时自动刹车;,1
后杠打眼；&nbsp;更换后杠；&nbsp;整形右后门/右后叶；&nbsp;烤漆后杠；&nbsp;烤漆右后门/右后叶；&nbsp;,1
更换后挡泥板(只换右后);固定左前挡泥板;服务顾问:左林朋电话:;预约热线:;,1
更换机油机滤油底螺丝;3万公里保养;检查胎压润滑车门;起步车抖动咯咚响;,1
"索赔 索赔;更换汽油泵;检查打不着火;检查打不着火,检查为汽油泵,无法修复?¤;",1
保险;人保定损;更换前杠支架格栅 车向龙;前杠机盖烤漆 李作正;前处理  刘晓林?¤;,1
"常规保养和更换机油.,灰尘和花粉过滤器 拆卸和安装,300万客户免费评估",1
保修;分动箱更换 2.4升AWD;检查判断为PTU内部故障卡滞;,1
冬季检查（车子马上过质保）;经检查无问题,1
腾修右前叶子板;拆装前杠;拆装右前轮毂;外修前杠;外修右前轮毂;喷前杠;喷右前叶子板;喷右前门及门把;定损员，史广宇直赔平安;报案号。14181374;,1
保养;免费+1服务活动四门铰链润滑;17年春季服务月活动;,1
跑长途检查 去东北;经销商保留旧件;付款方式(免费   );适合的回访时间(全天    );首次7500公里免费保养;加急不洗车;您的车辆下次保养公里数建议为(9510;,1
拆装左前门升降器，润滑;拆装右前门升降器，润滑;拆装左后门升降器，润滑;拆装右后门升降器，润滑;,1
新速腾TSI 40000公里保养;免费服务/底盘/气压/灯光/油水;赠送免费清洗车辆;,1
油漆.后杠，后盖;钣金.拆装更换后杠，校正后盖报料;陕西汽贸服务顾问：孟凯18729037152;,1
左门槛修复;左门槛喷漆;服务顾问：杨明丹13568412258;卡号：64;,1
更换机油机滤（壳牌）;免费常规检查;提醒：下次保养23375KM;提醒：下次保养6月30日;,1
质量担保保养;首次5000公里保养(具体内容详见保养表格);免费洗车 (外部清洗 内部清洁);旧件:带走 交旧 展示;维修    洗车   交车时间段   预计离店时间点?¤;,1
车主反映：USB接口功能失效读不了歌曲;进行车辆测试(未发现异常，建议先用车）;,1
"蓄电池检查,300万客户免费评估,我们提供替换车服务",1
"洗车,检查车子仪表显示变速箱故障，但,可继续行驶（打报告）",1
"免费""+1""服务活动发动机仓清洁;三八妇女节女性关爱活动;新车走合保养;",1
换油保养.;更换防冻液;更换变速箱油;检查四轮刹车片;更换刹车油;更换差速器油;清洁空调格空气格增值服务;,1
右前翼子板右前门钣金;右前翼子板右前门喷漆;左后杠喷漆（已交）;,1
更换空调滤芯;免费+1服务活动发动机仓清洁;更换机油机滤;清洗发动机润滑系统;清洗燃油系统;更换空滤;,1
"间隔保养;间隔保养换机油;更换下护板螺丝;发动机润滑系统养护;免费添加冷却液,雨刮水;",1
"保养套餐;定期保养,检查倒车踩刹车有异响;定期保养;",1
"减震器 更新,换油服务,空调管道清洗,更换后刹车片",1
前杠*右前叶子板*油漆;右前门*后杠*后盖*油漆;字牌一套;附件*导航升级;,1
喷漆工时;左后叶子板(修复);左后车门(喷漆);左后叶子板(喷漆);事故车  右前轮毂喷漆 左后轮毂外修;事故车;,1
更换机油，机滤（尊选4L）;12项免费检查;发动机清理;,1
娱乐系统升级；&nbsp;电脑检测；&nbsp;免检；&nbsp;电脑升级；&nbsp;,1
按5000KM保养建议《更换机油机滤》;客户保留旧件/机油剩余带走/自带半升;更换空滤，空调滤;用上海大众高端机油5L《尊选》;预约赠送上海大众汽油添加剂1瓶;检查胎压报警;更换机油机滤放油螺丝;底盘球头养护;,1
维修 保养;更换机油机滤(壳牌);提醒:下次保养40422KM;提醒:下次保养时间14.3.15;更换机油机滤(壳牌);免费常规检查;,1
"保修;需更换车外温度传感器总成,更换新的配件后故障排除。;用户反映车外温度不显示;检查发现车外温度传感器内部接触不良;",1
事故;前保拆装修复;右前叶整形;右前大灯外加工;前保/右前叶/右后视镜壳油漆;打底;抛光;喷漆;,1
"保修;更换散热器总成,加装耐磨布,更换后问题解决。;客户反映,1、防冻液消耗快,2、加装耐磨布。;、防冻液消耗快是因为散热器密封不良,2、加装耐磨布。;",1
全新捷达 5000km首次保养;免费清洗车辆;提醒下次保养10000km保养;,1
"钣喷车辆;更换大灯(右);钣金拆装前杠,右前大灯,左后叶子板;喷漆前后杠,左后叶子板,左后门;",1
"常规保养+机油寿命复位；&nbsp;检查底盘，灯光，油水,四轮胎压；&nbsp;润滑四门；&nbsp;更换右前门中控开关；&nbsp;检查颠路仪表前部异响；&nbsp;",1
左前半杠、左前叶子板、左前后门;左后叶子板、左后半杠喷漆;左前后门、前后叶子板修复;,1
事故;更换左后外尾灯;修复左后杠;左后杠喷漆;,1
"保修;更换驾驶员座椅总成(高调带安装支架/运动)。;客户反映,车辆行驶中主驾座椅异响。;经检查,车辆行驶中主驾座椅异响是因为驾驶员座椅总成(高调带安装支架/运动)与底部连接处松动异响。;",1
"维修 保养;更换机油机滤加德士;免费机仓清洁,更换机油滤芯密封圈;更换进排气凸轮轴电磁阀;常规检测,凸轮轴执行器建议观察使用;建议更换暖风水管;",1
更换机油机滤；&nbsp;九项免费检测；&nbsp;更换空滤；&nbsp;,1
保修;更换混合前灯总成(左);车辆左侧前大灯内部进水;经维修技师检查发现为左侧前大灯密封不严导致;,1
"68E6更换两侧烟灰缸,预计材料费：0,预计工时费：0,预计费用合计：0",1
"保养;80,000KM保养;保养完成  玻璃水已添加  车辆已清洗,定期保养和检查  建议清洗油路系统   更换变速箱油  做四轮定位;",1
保险;拆装左前门相关附件;更换右后门;右后门油漆;人保标的 右侧受损;右后门用油漆券;左前门 右后门拉手油漆;按人保核价修复交款提车;,1
"内部结算;更新右前车门饰件;2014 BMW 冬季关怀免费检测;更换右前门把手;冬季检查正常,建议使用。?¤;",1
"15,000 KM 保养检查;服务活动优惠;服务节免费检查;",1
除以上三块剩余喷漆（金属漆）;除左后门左后叶子板车顶不喷漆;平安内 直赔15799424;事故底涂;事故喷漆;抛光;,1
常规保养;发动机润滑保护套餐;刹车深度保养;空调系统消毒杀菌;旧件保留方式带走(   );电话回访时间;免费清洗车辆外观清洁烟灰缸;免费检查轮胎气压、发动机油水量;201105-0656;,1
更换机油、机滤;ATF油更换;空调管路清洁;动力系统免费深度检测;,1
检查起步时打方向异响;建议更换左半轴，球头，边杆;,1
"15,000 KM 保养检查;2012服务节春季篇免费检查;",1
维修 钣喷;喷漆:前杠喷漆;更换前杠;钣金:更换左前雾灯;喷漆:前杠喷漆;更换前杠;钣金:更换左前雾灯;,1
B套餐-39项安全检查;客户已带走车上所有贵重物品;清洗进气道;,1
保险;钣右前门 换右后视镜右叶子板前杠;喷右叶子板右前门前杠右后视镜;,1
"更换机油机滤,加燃油保护剂，发动机保护剂,更换外部空调滤,免拆清洗节气门",1
"保养;更换机油,机滤,汽滤;使用“全合成顶级”机油;",1
0;5万公里保养（TSI);免费洗车免费质检;,1
"保养;免费""+1""服务活动手刹高度调整;四轮平衡;",1
钣金修复左后门;喷漆前杠、后杠、左后门;常规保养;钣金拆装前杠、后杠、左后门;,1
保养;检查底盘刮伤;回收机油券:***;领取右下护板和堵塞;CC TSI自动12500km定期保养;,1
左后刹车灯灯座；&nbsp;检查反映左后刹车灯常提示失效；&nbsp;进行车辆测试；&nbsp;,1
换前保.机盖.护风罩.左右纵梁整形;机盖.前保油漆;,1
首保;首保(机油+机滤);检查100迈左右方向盘抖;检查踩刹车有一回偏了;,1
更换机油机滤;检查空滤空调滤，胎压刹车;更换空调滤;更换刹车灯泡;,1
"灰尘和花粉滤清器 拆卸和安装,更换两后减震缓冲块,更换后刹车片,更换空调内滤网,换油服务",1
左前门车窗导槽更换;服务顾问汪祥为您服务：15342740113;,1
E更换壳牌机油机滤;E清洗机油油路;E购冷启动性能改善剂;E删除未作工项;E删除未作工项;E2013年冬季免费检测;,1
更换机油机滤空滤;更换空调滤芯;检查防冻液冰点;全车检查;,1
部分配备1.4T发动机自动变速箱车辆的软件升级活动;,1
维修 事故;右前叶子板修复右前杠拆装;右前叶子板喷漆右前杠补齐;右后门喷漆;右后门拆装;更换右后门及门条?¤;,1
"保险;更换前杠内铁中支架喷水盖;左前杠做漆,左右喷水盖做漆;更换离合器;",1
汽车美容-发动机护理;常规9项免费检测;清洗节气门体怠速阀(含编程);三元催化深度养护工时半价;检查行驶时前制动盘处异响;检查挂D档发动机发抖;换方向助力泵油;制动系统-放空气;更换盘式制动器(前)蹄片_两侧;更换机油及滤清器(深度换油);更换空气滤清器;更换燃油滤清器;发动机冷却系统深度养护(免拆装);更换变速器储油盘和/或垫片;,1
更换机滤、机油;拆装或更换花粉滤芯;免费洗车服务;免费全车检测;经销商保留旧件;,1
POLO套餐更换机油机滤;匠心贺新春.免费新年出行检测;,1
5000KM定期保养;清洗空调蒸发箱;爱车夏季空调免费检测;,1
左前门左后门修复喷漆;左后叶子板后杠修复喷漆;中华联合;,1
"自费或保险;根据Key Reader要求;发动机油保养;估价:此次维修费用是965元左右,如有追加项目另行确认。;",1
保修; 确认后更换:右前支柱总成故障消除; 车辆行驶中右前轮异响; 经检查是:右前支柱总成异常磨损?¤; ,1
项目<检查底盘渗油>;项目<12+8检测>;,1
事故;底处理;喷漆;5月24平安;左后侧围喷漆;左后侧围修复;后杠喷漆;后杠拆装修复;检查天窗异响(已处理;,1
更换(预存3）机油、机滤；&nbsp;提醒右前轮漏气；&nbsp;,1
每5000KM保养;2017年夏季关爱活动;,1
更换左前铰接车门的门锁;更换右后铰接车门的门锁;打不开;,1
左前门喷漆;左前叶子板钣金;左后门喷漆;右后门喷漆;右后叶子板喷漆;左前叶子板喷漆;前杠喷漆;左后门钣金;,1
人保 s no.1702550 463054;钣金：前杠;喷漆：前杠;拆右雾灯落地韩喜义照相;,1
"1万公里保养;检查底盘,检查喇叭不响;检查AWD故障灯亮;",1
检查左后门无法关闭;7500KM保养—S;免费质检、免费洗车、免费全车检;,1
保养;手工清洗喷油嘴，节气门;更换火花塞，刹车油，转向油;,1
右前翼子板整形(1级);右侧前翼子板油漆(普通漆);右侧前车门整形(1级)(工艺.BS01);右侧前车门油漆(普通漆);,1
自费或保险;客户诉:右前轮扎钉 直接更换;未规定的工作时间 / 车轮;添加冬季玻璃水;,1
"检查发动机故障灯亮,检查ESP灯一月出现两次亮,免费洗车",1
"检查该车右侧后视镜转向灯内有水,打印5052,更换右侧后视镜转向灯（索赔）",1
灯光报警;更换机油机滤5L;空调系统蒸发箱清洗消毒保养;免费检查底盘，胎压;,1
"电瓶 - 测试及充电 / 更换;故障现状无法启动,用电瓶检测仪检测,故障电池显示结论:更换电池,电压12.31V,测试值32CCA,额定值:55B24,测试代码J830S-AQBM92,故障电瓶生产日期SAF07GDHR050983;",1
更换三滤机油；&nbsp;九项免费检测；&nbsp;,1
防爆膜202+221（陈顺松）;新朗逸地毯;新朗逸挡泥板+安装;12项完工检测和服务项目;,1
更换EP6发动机水温传感器;蓝色关爱检查：空调系统、雨刮片、清洁空调滤芯、制动块、底盘、蓄电池、轮胎、脚垫,1
发动机油保养;保养标准范围;拆装并更换左后内外尾灯，拆装并修复左后叶子板，后杠;后杠，左后叶子板喷漆;,1
"10,000 KM 保养:(D/C)车型检查;服务活动优惠;偏远地区服务活动;服务节免费检查;",1
"更换机滤、机油;01表检查;02表检查;免费洗车服务;建议更换火花塞,清洗发动机油路;建议添加汽油清净剂;",1
"清洗节气门,换油保养（含电脑检测）,更换火花塞",1
润滑系统保养；&nbsp;更换机油、机滤（壳牌）；&nbsp;免拆清洗喷油嘴进气道；&nbsp;,1
按5000公里规范常规保养;清洗车辆或发放免费洗车券(检查);免费12项检测;旧件带走;,1
保修;更换左右前轮毂轴承;顾客描述左右前轮异响;经检查左右前轮毂轴承异响;,1
常规保养套餐;更换燃油滤;四轮动平衡;清洗喷油嘴;清洗节气门;四轮刹车;,1
后杠 - 整块面漆喷涂 - 2层标准或金属漆+清漆;事故车;事故车 平安?¤;,1
E第二次美孚机油机滤；&nbsp;E长途出行检测；&nbsp;,1
更换右前轮轴承；&nbsp;更换机油机滤（合成）；&nbsp;2012年夏季空调免费检测；&nbsp;更换转向助力泵；&nbsp;,1
保养;10K保养;10K保养(洗车B、旧件不展示、不带走)?¤;,1
按5000公里建议(更换机油、机滤);检查底盘，灯光，胎压，刹车片等十一项免费检测;,1
保修;需更换后门锁体(右);用户反映后门不好开;经检查右后门锁失效?¤;,1
"二次保养;合适的回访时间:不要打电话,不方便;按10000公里规范常规保养;使用高端机油(一升机油);检查电瓶,节气门提示有故障;",1
"整车保养/全车电脑检测,免费添加油液/举升机下环车检查,提供替代交通工具/免费外观洗车",1
新速腾TSI 20000公里保养;原厂机油在尾箱;免费服务/底盘/气压/灯光/油水;赠送免费清洗车辆;,1
"更换机油保养,检查过减速段时机头前方有吱吱响,春季活动免费检查",1
"检查底盘悬挂,四门打油;空气格空调格清洗;用户要求只换机油及格;更换机油及格;检查油水,气压,检查门灯指示不亮;",1
左后门 左后叶子板左下裙边油漆;左后门 左后叶子板左下裙边修复,1
太平标的 保险理赔;钣金右后门右后叶;喷漆右后门右后叶;,1
大修;前后杠/右后门/右下裙边油漆;右后门/右下裙边整形;发动机润滑系统深化保养;直喷清洗进气道;直喷清洗喷油嘴;空调系统清洗/消毒保养;油箱盖偶尔打不开;新速腾NCS1.4TSI自动档(DQ200)2;,1
"每隔3个月或隔5000公里定期检查保养一次;常规检查,车主反映刹车低;",1
"前保险杠盖板 更新,前保险杠盖板 喷漆,免费午餐和免费洗车服务",1
A类保养;整形：左下槛，左前门;做漆：左前门，左下槛，右前保，左前门饰条，右后门饰条;附件拆装;发动机燃油进气系统清洗保养,1
更换空滤，空调滤（美孚）;按10000公里规范常规保养;建议清洗油路;检查胎压及轮胎;检查轮毂;12项完工检测和服务项目;,1
大保养/加/已出库；&nbsp;四轮刹车养护；&nbsp;洗车（车辆外表清洗）；&nbsp;机舱护理包；&nbsp;检查倒车左打方向后部有异响；&nbsp;使用预存机油；&nbsp;,1
"A类保养;更换防冻液,制动液;蓝色关爱免费检查:转向系统、制动系统、空调暖风系统、蓄电池、发动机冷却液检查;清洗燃油免费送发动机进气系统清洗;更换火花塞;保养;",1
